,links
3170,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt221760…', 'url': 'https://www.imdb.com/title/tt22176020', 'tcourl': 'https://t.co/vRej6S2YU6', 'indices': [54, 77]}]"
3171,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0105323', 'url': 'https://www.imdb.com/title/tt0105323', 'tcourl': 'https://t.co/Usur4XQmhi', 'indices': [45, 68]}]"
3172,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/YmOcSoB3xk', 'indices': [44, 67]}]"
3173,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt228574…', 'url': 'https://www.imdb.com/title/tt22857430', 'tcourl': 'https://t.co/zrfnAh13pT', 'indices': [61, 84]}]"
3174,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/DdL2EERZst', 'indices': [67, 90]}]"
3175,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt226678…', 'url': 'https://www.imdb.com/title/tt22667880', 'tcourl': 'https://t.co/CAYMURqkeq', 'indices': [164, 187]}]"
3176,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0421239', 'url': 'https://www.imdb.com/title/tt0421239', 'tcourl': 'https://t.co/lVwbs9oNAL', 'indices': [42, 65]}]"
3177,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0083972', 'url': 'https://www.imdb.com/title/tt0083972', 'tcourl': 'https://t.co/G9HwVT5z4G', 'indices': [139, 162]}]"
3178,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt108557…', 'url': 'https://www.imdb.com/title/tt10855768', 'tcourl': 'https://t.co/Ev3sHbaP1f', 'indices': [34, 57]}]"
3179,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt109991…', 'url': 'https://www.imdb.com/title/tt10999120', 'tcourl': 'https://t.co/n9jIsRDtH9', 'indices': [35, 58]}]"
3180,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2057392', 'url': 'https://www.imdb.com/title/tt2057392', 'tcourl': 'https://t.co/XVpsURCbTR', 'indices': [110, 133]}]"
3181,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747176', 'tcourl': 'https://t.co/1lW2zY5Kfb', 'indices': [90, 113]}]"
3182,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt146594…', 'url': 'https://www.imdb.com/title/tt14659486', 'tcourl': 'https://t.co/R5QgiId1No', 'indices': [63, 86]}]"
3183,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt145008…', 'url': 'https://www.imdb.com/title/tt14500890', 'tcourl': 'https://t.co/bkw7R3Fp0F', 'indices': [66, 89]}]"
3184,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8332922', 'url': 'https://www.imdb.com/title/tt8332922', 'tcourl': 'https://t.co/CcexlypKTl', 'indices': [45, 68]}]"
3185,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6644200', 'url': 'https://www.imdb.com/title/tt6644200', 'tcourl': 'https://t.co/BYuVfuKEtb', 'indices': [39, 62]}]"
3186,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt6710474', 'url': 'https://www.imdb.com/title/tt6710474', 'tcourl': 'https://t.co/SUqS9lSaZn', 'indices': [256, 279]}]"
3187,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/WC5DGaIyr0', 'indices': [44, 67]}]"
3188,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/nAOwlxcwRu', 'indices': [36, 59]}]"
3189,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0091059', 'url': 'https://www.imdb.com/title/tt0091059', 'tcourl': 'https://t.co/c4qgXriDo1', 'indices': [50, 73]}]"
3190,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8041270', 'url': 'https://www.imdb.com/title/tt8041270', 'tcourl': 'https://t.co/jANiFAxEKv', 'indices': [52, 75]}]"
3191,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt4881806', 'url': 'https://www.imdb.com/title/tt4881806', 'tcourl': 'https://t.co/2Lga0QeAQg', 'indices': [58, 81]}]"
3192,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0369610', 'url': 'https://www.imdb.com/title/tt0369610', 'tcourl': 'https://t.co/XK2ZTC8my6', 'indices': [42, 65]}]"
3193,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0163025', 'url': 'https://www.imdb.com/title/tt0163025', 'tcourl': 'https://t.co/QryIHRccJV', 'indices': [45, 68]}]"
3194,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0119567', 'url': 'https://www.imdb.com/title/tt0119567', 'tcourl': 'https://t.co/krsTeEaO91', 'indices': [57, 80]}]"
3195,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0107290', 'url': 'https://www.imdb.com/title/tt0107290', 'tcourl': 'https://t.co/SIqZUdJOFJ', 'indices': [41, 64]}]"
3196,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt268625…', 'url': 'https://www.imdb.com/title/tt26862561', 'tcourl': 'https://t.co/UgmIrBFJS6', 'indices': [53, 76]}]"
3197,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/b3lK83MHk7', 'indices': [93, 116]}]"
3198,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9051908', 'url': 'https://www.imdb.com/title/tt9051908', 'tcourl': 'https://t.co/O5yjGAlcNH', 'indices': [34, 57]}]"
3199,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0449089', 'url': 'https://www.imdb.com/title/tt0449089', 'tcourl': 'https://t.co/llmF2KVbMT', 'indices': [233, 256]}]"
3200,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt106483…', 'url': 'https://www.imdb.com/title/tt10648342', 'tcourl': 'https://t.co/AjaWKO06I0', 'indices': [49, 72]}]"
3201,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt265372…', 'url': 'https://www.imdb.com/title/tt26537229', 'tcourl': 'https://t.co/uT8jf1Agjw', 'indices': [151, 174]}]"
3202,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt2646974', 'url': 'https://www.imdb.com/title/tt2646974', 'tcourl': 'https://t.co/cxHl47XpyF', 'indices': [122, 145]}]"
3203,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1454468', 'url': 'https://www.imdb.com/title/tt1454468', 'tcourl': 'https://t.co/GoBRYUAfW0', 'indices': [34, 57]}]"
3204,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt132233…', 'url': 'https://www.imdb.com/title/tt13223398/', 'tcourl': 'https://t.co/hC6qvPWYG8', 'indices': [37, 60]}]"
3205,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt141148…', 'url': 'https://www.imdb.com/title/tt14114802', 'tcourl': 'https://t.co/p8mRKrHDdy', 'indices': [37, 60]}]"
3206,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt270351…', 'url': 'https://www.imdb.com/title/tt27035146', 'tcourl': 'https://t.co/WALft1NiFP', 'indices': [55, 78]}]"
3207,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt106403…', 'url': 'https://www.imdb.com/title/tt10640346', 'tcourl': 'https://t.co/OkY0m1MMWJ', 'indices': [35, 58]}]"
3208,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/SkUHMLImqF', 'indices': [69, 92]}]"
3209,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3281548', 'url': 'https://www.imdb.com/title/tt3281548', 'tcourl': 'https://t.co/IisHCdTEV4', 'indices': [45, 68]}]"
3210,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt154231…', 'url': 'https://www.imdb.com/title/tt15423196', 'tcourl': 'https://t.co/vnRwlwZnRY', 'indices': [60, 83]}]"
3211,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0093974', 'url': 'https://www.imdb.com/title/tt0093974', 'tcourl': 'https://t.co/U1XXNmJhJ2', 'indices': [55, 78]}]"
3212,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0088117', 'url': 'https://www.imdb.com/title/tt0088117', 'tcourl': 'https://t.co/yAm2B0a9Cm', 'indices': [53, 76]}]"
3213,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/tkGXkq7EoL', 'indices': [81, 104]}]"
3214,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/O1BIqEdvAT', 'indices': [57, 80]}]"
3215,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/PH7AfuEOc0', 'indices': [97, 120]}]"
3216,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt9426210', 'url': 'https://www.imdb.com/title/tt9426210', 'tcourl': 'https://t.co/li3PVyeyWd', 'indices': [47, 70]}]"
3217,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3032476', 'url': 'https://www.imdb.com/title/tt3032476', 'tcourl': 'https://t.co/NdwTdZbopk', 'indices': [49, 72]}]"
3218,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/6pScHu61DG', 'indices': [43, 66]}]"
3219,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/newMq6ctN6', 'indices': [43, 66]}]"
3220,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8005118', 'url': 'https://www.imdb.com/title/tt8005118', 'tcourl': 'https://t.co/nYowdx702f', 'indices': [198, 221]}]"
3221,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt8100958', 'url': 'https://www.imdb.com/title/tt8100958', 'tcourl': 'https://t.co/TzRY7wloYA', 'indices': [66, 89]}]"
3222,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/kw5NkOsjJD', 'indices': [74, 97]}]"
3223,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt154749…', 'url': 'https://www.imdb.com/title/tt15474916', 'tcourl': 'https://t.co/9AnT6X2TMd', 'indices': [33, 56]}]"
3224,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/GxZGtKK90u', 'indices': [43, 66]}]"
3225,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0105323', 'url': 'https://www.imdb.com/title/tt0105323', 'tcourl': 'https://t.co/obMQ0Zb86b', 'indices': [93, 116]}]"
3226,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0824568', 'url': 'https://www.imdb.com/title/tt0824568', 'tcourl': 'https://t.co/5q09wfMHhG', 'indices': [67, 90]}]"
3227,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt235719…', 'url': 'https://www.imdb.com/title/tt23571908', 'tcourl': 'https://t.co/xZYGy9v1lz', 'indices': [57, 80]}]"
3228,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt270055…', 'url': 'https://www.imdb.com/title/tt27005527', 'tcourl': 'https://t.co/SxBu7AMdqH', 'indices': [69, 92]}]"
3229,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1039940', 'url': 'https://www.imdb.com/title/tt1039940', 'tcourl': 'https://t.co/I721E8wvRA', 'indices': [57, 80]}]"
3230,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/IbHQNARtAS', 'indices': [38, 61]}]"
3231,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/uRTy8EAwbr', 'indices': [43, 66]}]"
3232,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt265372…', 'url': 'https://www.imdb.com/title/tt26537229', 'tcourl': 'https://t.co/NCJNjTUv3i', 'indices': [86, 109]}]"
3233,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt228574…', 'url': 'https://www.imdb.com/title/tt22857428', 'tcourl': 'https://t.co/CLZh1vhTCW', 'indices': [49, 72]}]"
3234,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt220007…', 'url': 'https://www.imdb.com/title/tt22000726', 'tcourl': 'https://t.co/3xCdIxcxLM', 'indices': [140, 163]}]"
3235,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt136504…', 'url': 'https://www.imdb.com/title/tt13650494', 'tcourl': 'https://t.co/N4xgM96FUN', 'indices': [41, 64]}]"
3236,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt220007…', 'url': 'https://www.imdb.com/title/tt22000722', 'tcourl': 'https://t.co/NiOkZBdmdk', 'indices': [123, 146]}]"
3237,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt220007…', 'url': 'https://www.imdb.com/title/tt22000714', 'tcourl': 'https://t.co/Z36r439RR7', 'indices': [120, 143]}]"
3238,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt220007…', 'url': 'https://www.imdb.com/title/tt22000706', 'tcourl': 'https://t.co/6P5ox6tyZU', 'indices': [119, 142]}]"
3239,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt214395…', 'url': 'https://www.imdb.com/title/tt21439528', 'tcourl': 'https://t.co/CEXyta4lrD', 'indices': [61, 84]}]"
3240,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt134240…', 'url': 'https://www.imdb.com/title/tt13424098', 'tcourl': 'https://t.co/C6LJVFKhvH', 'indices': [83, 106]}]"
3241,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt265372…', 'url': 'https://www.imdb.com/title/tt26537229', 'tcourl': 'https://t.co/cclufD3Srw', 'indices': [246, 269]}]"
3242,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt235719…', 'url': 'https://www.imdb.com/title/tt23571908', 'tcourl': 'https://t.co/DakRi75g5s', 'indices': [56, 79]}]"
3243,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt129081…', 'url': 'https://www.imdb.com/title/tt12908110', 'tcourl': 'https://t.co/G0XVy2mHQh', 'indices': [47, 70]}]"
3244,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/VOtW02bteq', 'indices': [44, 67]}]"
3245,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/c3Y3YkvN8o', 'indices': [80, 103]}]"
3246,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/I1YEwrrXLH', 'indices': [43, 66]}]"
3247,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/video/vi398424…', 'url': 'https://www.imdb.com/video/vi3984246041/', 'tcourl': 'https://t.co/Trqojskgup', 'indices': [51, 74]}]"
3248,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/xgILhgDhNw', 'indices': [37, 60]}]"
3249,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0105323', 'url': 'https://www.imdb.com/title/tt0105323', 'tcourl': 'https://t.co/WyLQCANRxH', 'indices': [80, 103]}]"
3250,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3155298', 'url': 'https://www.imdb.com/title/tt3155298', 'tcourl': 'https://t.co/sgGi69chEI', 'indices': [49, 72]}]"
3251,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/jDIKYFFw32', 'indices': [64, 87]}]"
3252,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/6z8kbgk8se', 'indices': [43, 66]}]"
3253,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0052357', 'url': 'https://www.imdb.com/title/tt0052357', 'tcourl': 'https://t.co/Uw2qcMHdLP', 'indices': [35, 58]}]"
3254,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/My7Kjseonq', 'indices': [62, 85]}]"
3255,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1016150', 'url': 'https://www.imdb.com/title/tt1016150', 'tcourl': 'https://t.co/HiJZDgqOnH', 'indices': [188, 211]}]"
3256,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/gbJ9aaSRGX', 'indices': [63, 86]}]"
3257,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/UTwGX5oiCA', 'indices': [123, 146]}]"
3258,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1016150', 'url': 'https://www.imdb.com/title/tt1016150', 'tcourl': 'https://t.co/6759zdpG7K', 'indices': [49, 72]}]"
3259,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0093894', 'url': 'https://www.imdb.com/title/tt0093894', 'tcourl': 'https://t.co/LyktRh7cQl', 'indices': [55, 78]}]"
3260,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt111451…', 'url': 'https://www.imdb.com/title/tt11145118', 'tcourl': 'https://t.co/GGYSH2xNEG', 'indices': [37, 60]}]"
3261,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt0088763', 'url': 'https://www.imdb.com/title/tt0088763', 'tcourl': 'https://t.co/XZFTJxyUAC', 'indices': [74, 97]}]"
3262,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/yGAzIL6pJg', 'indices': [158, 181]}]"
3263,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/c9AJ73Qonz', 'indices': [54, 77]}]"
3264,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt138336…', 'url': 'https://www.imdb.com/title/tt13833688', 'tcourl': 'https://t.co/hFt6KssLCz', 'indices': [37, 60]}]"
3265,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/vXHKVGSsk1', 'indices': [43, 66]}]"
3266,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt3581920', 'url': 'https://www.imdb.com/title/tt3581920', 'tcourl': 'https://t.co/dCssja1QHh', 'indices': [254, 277]}]"
3267,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt269248…', 'url': 'https://www.imdb.com/title/tt26924816', 'tcourl': 'https://t.co/ffHTPSWVvk', 'indices': [130, 153]}]"
3268,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt1016150', 'url': 'https://www.imdb.com/title/tt1016150', 'tcourl': 'https://t.co/ZzslIuTVj7', 'indices': [57, 80]}]"
3269,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt153394…', 'url': 'https://www.imdb.com/title/tt15339456', 'tcourl': 'https://t.co/1T5f8Fj9Y1', 'indices': [115, 138]}]"
3270,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt157471…', 'url': 'https://www.imdb.com/title/tt15747178', 'tcourl': 'https://t.co/zL8Rv96p9J', 'indices': [249, 272]}]"
3271,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt130672…', 'url': 'https://www.imdb.com/title/tt13067292', 'tcourl': 'https://t.co/ZN6q0EWM8P', 'indices': [56, 79]}]"
3272,"[{'_type': 'snscrape.modules.twitter.TextLink', 'text': 'imdb.com/title/tt146594…', 'url': 'https://www.imdb.com/title/tt14659486', 'tcourl': 'https://t.co/dHYW7st5Rb', 'indices': [68, 91]}]"
